YEAR,MEDIAN_INCOME,MEAN_INCOME,POP,ONE_RACE_POP,WHITE,BLACK,ASIAN,FOREIGN_BORN_NON_US,POVERTY_PERCENT,UNEMPLOYMENT_RATE,SCHOOL_ENROLLMENT,18_24_BACHELOR_HIGHER,25_34_BACHELOR_HIGHER,35_44_BACHELOR_HIGHER,45_64_BACHELOR_HIGHER,65_MORE_BACHELOR_HIGHER,WHITE_PER_CAPITA,BLACK_PER_CAPITA,ASIAN_PER_CAPITA,ONE_RACE_RATIO,FOREIGN_BORN_NON_US_RATIO,SCHOOL_ENROLLMENT_RATE,ALL_HATE_CRIME,BLACK_HATE_CRIME,ASIAN_HATE_CRIME,ALL_HC_PER_CAPITA,BLACK_HC_PER_CAPITA_POP,BLACK_HC_PER_CAPITA_RACE_POP,ASIAN_HC_PER_CAPITA_POP,ASIAN_HC_PER_CAPITA_RACE_POP,BACHELOR_RATE
2018.0,53589.6,70736.0,1690556.8,1638912.6,1524937.0,11330.8,23379.2,60601.8,13.7,4.96,449845.4,10896.4,57989.4,66297.2,108197.8,65371.2,90.22783240738428,0.6700833419020279,1.3822935596779815,96.95887062498787,3.5879664441226096,26.619829272421004,32.0,10.6,0.8,1.763290884611909,0.5549492930614102,28.728092127451806,0.0911942640894889,2.399022553650844,18.263331938920953
2018.0,63662.8,88698.8,12802900.4,12443294.4,9141152.6,1821097.6,685304.6,894206.6,13.02,6.82,3278949.8,163371.6,734220.2,644819.4,1092606.8,485662.2,71.39594655404491,14.223872068451039,5.353378477415239,97.18862433036662,6.983709681218571,25.609061818978564,86.6,33.6,2.8,1.865592264645932,0.6584602268208137,12.150387551594138,0.04561883189447234,1.7681278784005925,24.374790887227398
2018.0,54295.6,71919.6,6640803.6,6469933.4,5538713.6,619853.6,144717.4,208133.6,14.0,5.58,1683747.0,65654.2,261880.2,247066.0,429686.6,201212.8,83.40751941873484,9.3335805366943,2.1784274918718562,97.4289712621709,3.134016301354417,25.357241655645417,108.6,43.0,3.4,2.7445313207047333,1.0032081080456796,42.312624167181944,0.09187406170074322,6.234923122817796,18.15292052907573
2018.0,58415.8,75779.2,3129341.8,3059469.4,2821692.8,110623.8,73573.6,98494.8,11.72,4.02,800742.6,35169.0,136346.6,129747.8,211082.0,109587.4,90.17174514582632,3.534309329810509,2.3504680113832586,97.76857189344116,3.1471975398078498,25.590148491198764,14.4,4.8,1.2,0.5748200265760509,0.2025032670291161,19.883016332341224,0.021154059254354436,0.6666901494132478,19.8742368123546
2018.0,57431.6,77245.8,2906831.8,2799613.6,2453432.0,168421.0,82952.2,125409.6,12.379999999999999,4.540000000000001,776507.2,31470.6,136396.6,129718.4,235727.0,120339.2,84.4033909784174,5.793987615891431,2.853497882228942,96.31214817129441,4.314433591714874,26.7138562631102,80.6,33.0,2.2,2.528588457303308,1.1352152047237705,58.646226717167316,0.06305652045869217,1.1880789671744594,22.486743127001706
2018.0,48513.0,67153.0,4437514.6,4334721.2,3861115.2,355520.0,62561.8,101491.8,17.78,6.3,1064660.6,36502.8,160410.6,156596.4,265756.6,130586.4,87.0123343466289,8.01147197195461,1.4095094888229263,97.68435008744316,2.2869160726756035,23.99397814805246,222.0,72.2,8.4,12.401160765082166,2.5341901468254293,87.96272242816515,0.13394108562720908,3.9119600875775262,16.898035670688273
2018.0,48114.6,69134.6,4660345.0,4563373.6,2893834.8,1500272.2,80261.4,113314.4,19.3,6.9799999999999995,1160994.4,34570.0,177362.8,155495.8,263761.8,143190.0,62.09531021446385,32.19227663778689,1.7221979926774178,97.91943955384487,2.431409512299292,24.91254386649445,39.8,15.2,1.2,1.8111549848986592,0.6648402157553874,23.63794921208678,0.015253343784069376,0.8190972534826979,16.61637496794765
2018.0,55336.4,72991.8,1333842.2,1303603.8,1258832.6,17638.6,14948.6,21298.0,12.360000000000001,4.8,287875.6,12013.8,53423.8,53689.0,116764.0,76111.0,94.37757546705419,1.3222225908050447,1.120679577537668,97.73371935160294,1.5967280762497886,21.584045528426245,39.0,15.0,0.6,1.15709637266691,0.34615768485046106,19.76348372247253,0.007171927355069692,0.11535821610054622,23.39119275128647
2018.0,81743.8,107410.2,6003177.6,5792586.8,3358936.8,1787698.8,374431.2,439432.6,9.440000000000001,5.74,1544162.6,75307.4,347569.8,344272.4,642584.4,295608.4,55.95675778039841,29.7788241451116,6.236811224421585,96.49373513366962,7.320416579545048,25.72394261720088,48.6,11.2,0.2,2.6408068715964723,0.4347884154882033,22.903329765599054,0.004111267339270004,0.3095543964463155,28.407328811994503
2018.0,77619.8,106648.4,6817042.2,6581180.4,5334473.8,507058.2,439803.0,525346.4,10.679999999999998,5.62,1729250.8,125367.0,497673.6,409469.0,766499.6,360073.0,78.25765516886288,7.4373855340092465,6.449922098166914,96.54324764811278,7.705732954865475,25.369179532827424,365.4,120.4,12.6,14.908590296683077,4.963425009128828,132.37647532331343,0.8116878334068403,13.972255473811757,31.671832690136497
2018.0,54957.4,75114.8,9946365.6,9645974.2,7799854.2,1372169.6,299763.8,318113.2,15.0,6.859999999999999,2484805.0,101573.8,406869.2,392669.0,753780.8,385919.4,78.42006848864507,13.795865801788631,3.0134533812620505,96.98052227812003,3.1981824681219115,24.983513452938116,424.6,148.6,10.4,25.86510226195246,9.017944563229998,32.52796340755674,0.30957317685958496,8.263990531842863,20.518169973563012
2018.0,68403.0,90247.0,5526499.2,5357787.2,4596603.8,339264.8,261707.2,221728.8,10.079999999999998,4.08,1396281.6,68138.0,309177.8,284444.0,498991.8,231428.6,83.18233845250157,6.136317355930784,4.734241030768039,96.95052746600075,4.01244241802613,25.267939266331787,142.8,54.6,4.4,5.15043546362699,1.8137868377412647,131.51907023326743,0.14238603539284028,7.868911430405072,25.190996137301536
2018.0,43539.2,60672.0,2986085.4,2945322.4,1748654.4,1123781.0,29016.2,42197.4,20.9,8.239999999999998,779714.4,18997.2,89041.0,89976.2,159542.2,89988.2,58.55981394368662,37.63396190204294,0.9717310500920083,98.63477201955577,1.4131094752541835,26.111156185626008,27.0,11.4,0.6,0.8211591034756804,0.366036026142847,13.627700679465175,0.01234002119248119,0.6903587496394332,14.987675838072146
2018.0,53489.2,72950.6,6090816.6,5924927.6,5001540.8,701846.0,116419.2,130587.6,14.16,5.32,1496627.0,59433.8,273095.6,251122.8,441169.4,219732.8,82.11754024836891,11.523260579994801,1.9110789049016692,97.27762213630265,2.144061139487435,24.573679034077372,95.8,33.4,3.6,1.7378446610103075,0.6137225234040875,4.846598417642701,0.07792636936299654,5.920863085230869,20.433292967645748
2018.0,52649.8,71201.2,1041467.8,1010026.4,923314.8,4910.0,7959.8,10193.6,13.780000000000001,4.56,237631.0,8237.0,42989.8,44043.8,83388.6,54260.8,88.66103033647039,0.4707763945379937,0.7638400875737017,96.98635031999568,0.9788586927627648,22.819701465833152,23.4,9.4,0.6,1.315083130018743,0.5161215126409007,53.954259044536514,0.019388707623045676,0.6017021909959427,22.3645896685428
2018.0,58925.8,77053.4,1903667.4,1850838.0,1658782.0,90653.6,43941.2,83729.6,11.5,3.6399999999999997,506498.2,22186.8,94744.2,86101.8,139022.8,68529.4,87.14281084192392,4.7617690668578545,2.3072258001036965,97.22860247314527,4.398009236149624,26.608449711276496,51.0,20.2,1.0,1.7566013999322532,0.4868852749109974,14.89054977500694,0.059085332216865724,3.9114757804894973,21.568105857147106
2018.0,57706.8,77576.4,2930481.8,2774730.0,1927073.6,262283.0,236877.6,291889.8,13.74,7.4,695112.2,13996.4,98589.4,97775.8,179151.4,111627.0,65.80370037026064,8.944225738637337,8.079749476770953,94.70615254554927,9.96632720633485,23.72993355867688,54.6,17.4,4.4,1.7583574277661007,0.6534066810114759,8.55671424468539,0.1065479566695672,5.802226889103379,17.100942240965292
2018.0,73707.6,95167.6,1341268.2,1311844.4,1247319.6,19844.4,34858.4,36164.0,7.9,4.2,309560.6,17196.6,64827.6,64904.8,143758.2,73925.6,92.99975858954232,1.4787875318552957,2.5980769926886556,97.80865825479361,2.6964931835507295,23.083858865871623,20.4,9.6,0.8,1.75861355431289,0.8562701154597864,54.04177917414637,0.035721850259104404,2.2205195087668783,27.184182850230854
2018.0,79466.0,110050.0,8904276.6,8632900.8,6006230.4,1199180.8,838751.4,877844.2,10.34,6.459999999999999,2229073.8,125370.4,514350.2,520747.0,952299.6,407792.4,67.4521605899188,13.467407580707704,9.419804155720419,96.95120621517096,9.858264450515927,25.03316809882128,666.0,260.4,36.8,51.51588319664988,19.88879562090678,1732.7169530044732,3.0016435409667497,339.49144830974336,28.307292251006672
2018.0,48289.6,66713.0,2089881.2,2001450.6,1534116.0,42949.2,31388.8,120858.8,19.839999999999996,7.339999999999999,541693.6,11980.0,65724.8,65449.8,145196.6,103135.8,73.40903373749292,2.055033632787496,1.501754984532805,95.77194003744071,5.783839286190712,25.921294324305524,39.0,13.2,3.0,2.0046979868905104,0.9298392502673917,24.25452015476992,0.0939005961300505,13.897158997924802,18.732500201446857
2018.0,65686.4,97502.6,19640261.2,18979569.4,12488177.0,3061986.8,1640845.0,1934114.0,14.580000000000002,6.3,4788994.4,305779.0,1286692.0,1015126.2,1740777.4,857203.6,63.582219373478814,15.590034008058586,8.354964866593594,96.63364444056856,9.846201276744903,24.381993176149336,549.8,217.6,33.0,31.41637145204727,12.511312539343916,64.33486146140703,2.010951677471442,51.06922972754633,26.504628156370952
2018.0,52446.6,73640.6,10160023.8,9878121.4,6976796.6,2178892.6,281585.6,496214.8,15.4,6.56,2524160.6,98040.2,446844.6,459783.4,802511.6,395280.4,68.67710656050006,21.446483628799104,2.7693218191403934,97.23101898647039,4.885194254446479,24.850576125302233,211.4,77.2,9.4,6.028812458705305,1.8451990087792811,162.59691887636384,0.2557707954062055,11.817631121188844,21.67770709356015
2018.0,62816.2,83037.4,750189.8,730733.8,653125.6,19703.0,10658.4,17267.2,10.86,2.8400000000000003,183384.4,11231.6,39694.0,31755.6,49341.8,23334.6,87.07129110312901,2.6217439975294052,1.4196148193230163,97.40882915315271,2.2994998965185314,24.446009752643526,15.8,5.0,1.0,0.3830188937966208,0.1354451229360622,2.7421526631063067,0.023729260187755633,1.3133677103916992,20.70910588227139
2018.0,54466.4,73864.8,11633849.6,11296127.0,9476808.4,1435458.4,247373.0,250797.4,14.479999999999999,6.0200000000000005,2848410.8,109895.2,497072.0,463267.6,836749.6,406498.2,81.4604068276536,12.338526877520689,2.1259706043077506,97.09786426533671,2.1556244690915274,24.485193350575678,421.4,141.8,25.8,12.017200690343957,4.058427144939093,189.229943923856,0.7781369129977083,49.15353978798256,19.885787418121687
2018.0,51197.6,70058.4,3914437.8,3603554.4,2828740.2,285457.4,82775.0,150441.0,15.940000000000001,5.44,1000657.8,29102.0,141226.2,131927.2,239315.2,136923.4,72.26767202794284,7.29235500836389,2.1141293893727906,92.05980260104299,3.843435942160582,25.564693873282987,36.0,12.6,2.2,1.5905559528320024,0.47455039973689417,26.276652904528067,0.0818714274799022,4.868598780686114,17.333114860070076
2018.0,59453.4,80059.8,4079097.2,3877159.4,3436107.0,77188.8,173879.4,225761.2,14.060000000000002,6.38,954481.4,34422.8,197744.4,203117.4,330877.4,207477.0,84.25035417093818,1.892108724552147,4.25981426543866,95.05846906698511,5.537814941657583,23.4075718181314,166.2,57.4,9.4,3.903526679401041,1.431200330226151,62.833782671733175,0.19349912384732162,8.117547237659192,23.86898257781158
2018.0,59332.4,81417.4,12790415.6,12461042.2,10315593.0,1420347.8,426608.0,406073.2,12.72,6.040000000000001,2971914.0,149828.8,648315.0,562068.4,1028541.4,508132.8,80.65112176713123,11.104774158276388,3.335339576222668,97.42492946474226,3.1748104544347897,23.235562805253515,68.2,25.4,2.6,2.72218309093213,0.8950551736791652,26.356448009873617,0.08199229708035308,3.452965153926209,22.64888405971734
2018.0,64039.6,85695.6,1056453.8,1020132.8,849906.8,69448.6,35662.2,65371.0,12.86,6.3,260902.8,14513.2,54908.6,46337.6,95851.8,49172.0,80.44961318339924,6.573705692082433,3.375592262963407,96.56259342933011,6.187950108790848,24.696532156975785,13.4,3.0,0.6,0.6606332476486397,0.18518102224674773,11.110301966245496,0.008103610604222763,0.0950370089952529,24.6847708816041
2018.0,50951.4,70175.4,4959259.4,4842791.8,3327235.2,1336907.4,75601.8,143931.6,15.940000000000001,6.659999999999999,1195844.0,42845.2,189694.8,185095.8,349314.6,211604.0,67.09574270202609,26.9636835952635,1.5230437716434033,97.65676736355456,2.902022959768103,24.12332371762847,71.4,25.0,2.8,6.888845002992534,2.6032649611550975,150.84203944002522,0.1289848863757464,9.990872329162695,19.73186560880441
2018.0,56174.8,73488.8,864153.0,839817.4,728969.8,16276.8,12148.8,19149.0,13.48,3.6400000000000006,216197.8,8508.8,36957.2,32564.6,58858.0,32709.6,84.36120761764381,1.8814233837228986,1.405476207820176,97.1864406934445,2.2141447519943496,25.022086133035565,18.0,6.2,0.4,0.3255377330165048,0.1025799921788384,1.4469536889746173,0.006109690093544398,0.12593047698396725,19.625945868382104
2018.0,50881.4,71379.8,6655620.6,6503746.8,5159312.4,1115747.4,113877.0,205931.4,15.959999999999999,6.12,1573240.6,60996.8,280187.2,256417.8,450516.8,224549.6,77.52229027675038,16.764514633023264,1.7101674621201333,97.72144518371462,3.0940337962679187,23.64255604372474,136.2,47.4,7.8,9.096101839630968,3.5451515611869864,52.573042871500526,0.1982346215722834,2.850826283433844,19.121705945798656
2018.0,59409.6,83890.2,27831508.0,26858429.0,20412723.0,3353300.2,1298693.8,2960069.2,15.420000000000002,5.6000000000000005,7613234.0,242203.8,1244788.2,1201730.4,1906970.0,869190.4,73.37896713112221,12.047222045788804,4.661854987216868,96.53002571345783,10.639137979251284,27.360771527394007,341.8,132.2,12.0,9.829738328119628,3.8503898927063487,160.15148266378162,0.3083023520068323,11.512897099027072,19.63559718000189
2018.0,68407.0,87071.6,3047161.0,2951429.2,2632818.2,35380.2,69712.2,155722.8,10.379999999999999,4.12,971963.0,23665.8,149232.6,148457.6,193982.8,102148.4,86.4179590039996,1.160164793195031,2.286997744847569,96.8700336035656,5.112703785856875,31.90334796940881,48.6,20.0,1.4,1.4176078840342754,0.5349820442409934,18.955501135804624,0.04616234756140301,3.0474109567831915,20.264344417639894
2018.0,59887.6,78421.8,624903.0,611694.4,589050.6,7969.8,10011.6,12866.8,11.180000000000001,4.180000000000001,146042.4,8372.0,29774.2,29736.0,65664.0,40082.6,94.26242668075119,1.2754214507698878,1.602171950016294,97.88613818474327,2.059051189901104,23.37010867901415,42.0,13.0,0.8,2.0107875313844947,0.6455884952495128,85.58666932478022,0.0432518037341133,4.752591045930566,27.784920219618087
2018.0,71419.8,98175.8,8410769.6,8089386.2,5703376.0,1611465.0,533206.2,497932.4,10.82,5.12,2135156.4,105145.6,479354.8,480959.0,844739.0,382717.4,67.81689716206593,19.159939164669574,6.337831425366081,96.18252428017568,5.92047152922751,25.389186762180653,169.8,51.0,5.8,7.123400525328418,2.273303110962009,92.46755151879606,0.24277326963715762,10.285628388566828,27.261664616279585
2018.0,69983.8,93816.8,7290804.2,6859885.6,5524481.8,272103.0,606503.6,537591.6,11.48,5.6,1739263.8,74807.2,402138.2,373050.6,637707.4,348627.4,75.80063949068293,3.7302589369673846,8.311142969233567,94.10123161842867,7.3708233727045736,23.863213591872103,469.8,177.0,16.4,17.891402720414995,5.9334344613297265,149.5201504954744,0.4935521911981245,27.424122157303838,25.186944397711297
2018.0,45274.8,61530.0,1827344.0,1792632.0,1701640.4,65321.6,14274.2,14544.2,17.6,6.88,392721.0,13348.4,54877.6,52870.0,98924.2,55668.2,93.11867249387788,3.575063232002674,0.7812372643860053,98.09906886419098,0.7960049836534973,21.488809364537495,60.0,31.8,2.4,3.9400159063954634,2.261409146111079,67.63269636556436,0.06402326460421495,2.8623468817618005,15.086836413942862
2018.0,59123.6,77389.8,5778820.0,5633592.0,4939952.4,367089.4,156999.0,155847.6,11.84,4.28,1426926.8,62853.2,257472.0,243689.0,444037.4,218187.4,85.4857654271697,6.352260304703068,2.7165149962780633,97.48805964752168,2.696921789737506,24.693949252639637,66.8,33.2,3.4,2.385464667990959,1.3426625916178676,87.96206102933766,0.074841574975907,3.0296728235897485,21.219539629197655
2018.0,62340.4,79223.6,582087.4,565154.2,530560.6,5751.4,5032.0,12377.2,11.12,4.6,146474.0,3839.8,21763.0,21045.0,39290.8,23273.0,91.14777937863332,0.9879615974554067,0.8644421308023166,97.09061804930128,2.1262632527235175,25.163240038339328,6.0,3.6,0.2,0.3348398432785528,0.22649842688635916,17.054792972992967,0.002662242020428714,0.030170372091199,18.762062192035078
